id,parent_id,depth,author_hash,published_at,published_at_precision,likes,text,stance,frame,format_reaction,emotion,mentions_messenger_credentials,mentions_leaders_policy,mentions_companies_billionaires,mentions_cultural_reference,mentions_asks_what_to_do,mentions_near_term_harm,non_english,coder,spot_checked,correction_note,flags
soares-0836,,,5d40b61099b0e2b5,2026-09-03,relative (2w ago at capture),,"It's actually really easy to stop an ai apocalypse, just all the governments blow every single internet cable, every single data centre and we explode the ai energy supplies, then we go back to using paper and comms that don't require eletronics like morse code",agree,direct_action,none,neutral,false,true,false,false,true,false,false,claude-sonnet-5,,,
soares-0837,,,c39d9cd8636c7c25,2026-09-03,relative (2w ago at capture),,It's like we are in a Jurassic park movie,agree,scifi_reference,none,fear,false,false,false,true,false,false,false,claude-sonnet-5,,,
soares-0838,,,11e0c2459159c7b6,2026-09-03,relative (2w ago at capture),,Leaders No Care... Leaders too greedy... Leaders not Smart,mixed,accountability_frame,imitates,anger,false,true,false,false,false,false,false,claude-sonnet-5,,,
soares-0839,,,68a9dbb959d060dd,2026-09-03,relative (2w ago at capture),,"They want this, BTW.",agree,accountability_frame,none,anger,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0840,,,4a1c237f0e654fc0,2026-09-03,relative (2w ago at capture),,🤔 I saw this somewhere already,na,other,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0841,,,5516c5353620d36e,2026-09-03,relative (2w ago at capture),,Anyone using ai it uses what you teach dumbo stop feeding it,disagree,not_really_programmed,none,anger,false,false,false,false,true,false,false,claude-sonnet-5,,,edited
soares-0842,,,e723af703b3f6da5,2026-09-03,relative (2w ago at capture),,Did nobody supporting AI see the Terminator? The Matrix? FUCKING AGE OF ULTRON???,agree,scifi_reference,none,anger,false,false,false,true,false,false,false,claude-sonnet-5,,,
soares-0843,,,eefff29c44408e13,2026-09-03,relative (2w ago at capture),,,na,other,none,neutral,false,false,false,false,false,false,false,not_coded_empty_stub,,,empty
soares-0844,,,a1a52d43e9cac4ae,,not captured (stub row),,,na,other,none,neutral,false,false,false,false,false,false,false,not_coded_empty_stub,,,empty;no_date_captured
soares-0845,,,60c40b6322fd2c5d,2026-09-03,relative (2w ago at capture),,How I tried to convince David bouzouki to stop forcing AI down our throats,agree,other,none,humour,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0846,,,580aeef649e8978d,2026-09-03,relative (2w ago at capture),,Thank u so much there is really very much ppl that are so stupid that they still think ai is not and wont be a danger never just bc they saw a robot falling they still thinking ai is just an app to ask stupid things.,agree,warning_accepted,none,anger,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0847,,,ffe8713ac33f6262,2026-09-03,relative (2w ago at capture),,👏👏,agree,general_agreement,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0848,,,c1b6f8c274e8f5f8,2026-09-03,relative (2w ago at capture),,"Im lowk curious, how is an ai able to....break its own rules/be disobedient? Ive been learning robotics and I lowk js dont understand how can it js go against its rules esp when its not sentient",disagree,sentience_question,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0849,,,ab496a0a76195e9d,2026-09-03,relative (2w ago at capture),,"Me fourteen, me want to grown, me want to live normal, me no want big ai 😔",agree,imitation_meme,imitates,fear,false,false,false,false,false,false,false,claude-sonnet-5,,,edited
soares-0850,,,a3fb24bba0482967,2026-09-03,relative (2w ago at capture),,@user he is using your style!,na,other,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0851,,,6cd8aa780684a3ed,2026-09-03,relative (2w ago at capture),,He literally has to explain it like were babies thats how bad society is today they just dont care,agree,resignation_fatalism,none,anger,false,false,false,false,false,false,false,claude-sonnet-5,,,edited
soares-0852,,,3282351a820b3554,2026-09-03,relative (2w ago at capture),,"i dont feel like thats the main problem right now. what concerns me more than this is the government being able to run infrastructure, fabrics and surveillance with ai and people not being able to revolt if they ever had to because they hold no more power",mixed,accountability_frame,none,fear,false,true,false,false,false,false,false,claude-sonnet-5,,,
soares-0853,,,9e18baf82f7bac66,2026-09-03,relative (2w ago at capture),,"AI crime, AI evil - bullshit. AI use many energy - real bad. Humam brain use less energy - use human brain",disagree,near_term_harm,imitates,neutral,false,false,false,false,false,true,false,claude-sonnet-5,,,
soares-0854,,,dfc16b240bbbd0c8,,not captured (stub row),,,na,other,none,neutral,false,false,false,false,false,false,false,not_coded_empty_stub,,,empty;no_date_captured
soares-0855,,,f4eae871f6529257,2026-09-03,relative (2w ago at capture),,You. Very. Smart. Hope people understand this video.,agree,format_praise,praise,hope,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0856,,,1103af0663f956ca,2026-09-03,relative (2w ago at capture),,AI can't work without electricity,mixed,capability_scepticism,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0857,,,e507542cc5ae38f9,2026-09-03,relative (2w ago at capture),,Well if ai was a concept easy to scale like the video it could have been a very real scenario but ai growth needs exponential resources and money which is PHYSİCALLY impossible to achieve by this point in a short amount of time the ai craze will die out and it won't be as big as it was unless there is a big breakthrough that does make it easier to scale 👀,disagree,capability_scepticism,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,edited
soares-0858,,,c0e4d6c270d53b36,2026-09-03,relative (2w ago at capture),,I think it about time AI just rule world and humans gone.,mixed,resignation_fatalism,none,humour,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0859,,,e4b2e8fd35b59e58,2026-09-03,relative (2w ago at capture),,"So basically, Ultron?",agree,scifi_reference,none,neutral,false,false,false,true,false,false,false,claude-sonnet-5,,,
soares-0860,,,f39f4aa373283732,2026-09-03,relative (2w ago at capture),,"this whole situation reminds me of philip k dick's book ""vulcan's hammer""... i wish it was just a book...",agree,scifi_reference,none,fear,false,false,false,true,false,false,false,claude-sonnet-5,,,
soares-0861,,,ae8fccda75c88598,2026-09-03,relative (2w ago at capture),,what CTA to share?,agree,other,none,neutral,false,false,false,false,true,false,false,claude-sonnet-5,,,
soares-0862,,,65db15a00b265339,,not captured (stub row),,,na,other,none,neutral,false,false,false,false,false,false,false,not_coded_empty_stub,,,empty;no_date_captured
soares-0863,,,96958005e5b5c384,2026-09-03,relative (2w ago at capture),,Me Understand,agree,imitation_meme,imitates,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0864,,,a365e9bbb6ac9474,2026-09-03,relative (2w ago at capture),,We gotta lock it up in something like blackwall from cyberpunk 2077,agree,direct_action,none,neutral,false,false,false,true,true,false,false,claude-sonnet-5,,,
soares-0865,,,ef8f1765563ef24f,2026-09-03,relative (2w ago at capture),,Has anyone watched terminator???,agree,scifi_reference,none,fear,false,false,false,true,false,false,false,claude-sonnet-5,,,
soares-0866,,,c707209b49aa6e4a,2026-09-03,relative (2w ago at capture),,Simply put: Stop talking to ChatGPT. 🗣️✋🛑,agree,direct_action,none,neutral,false,false,false,false,true,false,false,claude-sonnet-5,,,
soares-0867,,,709ef4a6a99cfc3c,2026-09-03,relative (2w ago at capture),,"I do appreciate the lengths we have to go to, in order to convince these illiterate republicans that taxes going to healthcare is good and having no water is bad.",na,other,none,anger,false,false,false,false,false,true,false,claude-sonnet-5,,,
soares-0868,,,d97203c6699c918d,2026-09-03,relative (2w ago at capture),,"We'll end ourself before AI could ever. Look at the state of the world... look at what we as ""good"" humans did to ourselves and our planet... AI is just a little piece of the whole messed up puzzle that we created.",mixed,accountability_frame,none,resignation,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0869,,,b0ca76173ace0da5,2026-09-03,relative (2w ago at capture),,Beyler sanırım şeytan fısıldadı AI'lar için sahte bir dîn kuralım hatta kitap yazalım kendi geçmişleri hakkında yanlış bilgiler verelim,na,humour_only,none,humour,false,false,false,false,false,false,true,claude-sonnet-5,,,
soares-0870,,,fd64a36a3a3f2441,2026-09-03,relative (2w ago at capture),,"The Matrix.
Humans weren’t used as “batteries”, it was changed to that bc no one at the time would understand what data center meant.
The Matrix is Human brains being used as Data Centers.
Be concerned, talk about it.",agree,scifi_reference,none,fear,false,false,false,true,true,false,false,claude-sonnet-5,,,
soares-0871,,,f7c0cb4905ac7ce4,2026-09-03,relative (2w ago at capture),,,na,other,none,neutral,false,false,false,false,false,false,false,not_coded_empty_stub,,,empty
soares-0872,,,e3c8752b1b7bb9c4,,not captured (stub row),,,na,other,none,neutral,false,false,false,false,false,false,false,not_coded_empty_stub,,,empty;no_date_captured
soares-0873,,,747d715445fccc86,2026-09-03,relative (2w ago at capture),,Who is this for? Retards?,na,format_criticism,condescended,anger,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0874,,,3be963b6566bcfb1,2026-09-03,relative (2w ago at capture),,who here is ready to use the second amendment,agree,direct_action,none,anger,false,false,false,false,true,false,false,claude-sonnet-5,,,
soares-0875,,,c08d93ce5ef76eef,2026-09-03,relative (2w ago at capture),,Horizon Zero Dawn was LITERALLY about this.,agree,scifi_reference,none,fear,false,false,false,true,false,false,false,claude-sonnet-5,,,
soares-0876,,,cf696651ea27f6c0,2026-09-03,relative (2w ago at capture),,Sad you have to talk like this so they can understand,na,format_criticism,condescended,resignation,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0877,,,13a19432242dec91,2026-09-03,relative (2w ago at capture),,"Ok, so ai is just human",mixed,sentience_question,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0878,,,28239703900bb3c1,2026-09-03,relative (2w ago at capture),,We learnt nothing from Horizon zero dawn,agree,scifi_reference,none,resignation,false,false,false,true,false,false,false,claude-sonnet-5,,,
soares-0879,,,fb9612cfb87a3080,2026-09-03,relative (2w ago at capture),,Jesus loves y'all ❤️✝️,na,other,none,hope,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0880,,,9fa307fe402e47c1,,not captured (stub row),,,na,other,none,neutral,false,false,false,false,false,false,false,not_coded_empty_stub,,,empty;no_date_captured
soares-0881,,,02a0f992c21709ba,2026-09-03,relative (2w ago at capture),,🔥,agree,general_agreement,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0882,,,b897a04791973af5,,not captured (stub row),,,na,other,none,neutral,false,false,false,false,false,false,false,not_coded_empty_stub,,,empty;no_date_captured
soares-0883,,,76799c0b6183a2d7,2026-09-03,relative (2w ago at capture),,Ai get all the old books and destroys it after scanning so no information for future generations other than ai,agree,other,none,fear,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0884,,,9e59218abee3e9de,2026-09-03,relative (2w ago at capture),,We just destroy AI right ?,agree,direct_action,none,neutral,false,false,false,false,true,false,false,claude-sonnet-5,,,
soares-0885,,,5cb8da96aa1007c4,2026-09-03,relative (2w ago at capture),,"Ai has not emotion and intention, humans has It and humans are dangerous. Learn",disagree,accountability_frame,none,anger,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0886,,,6adc3b5851d968ed,2026-09-03,relative (2w ago at capture),,But ai can’t know anything without humans it only knows what humans discovered,disagree,not_really_programmed,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0887,,,e869788b043c93c4,2026-09-03,relative (2w ago at capture),,👏👏👏,agree,general_agreement,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,duplicate_text_of_soares-0666
soares-0888,,,f829fbf6da3f2544,2026-09-03,relative (2w ago at capture),,@user,na,other,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0889,,,f829fbf6da3f2544,2026-09-03,relative (2w ago at capture),,@user,na,other,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0890,,,1a82323209f553cb,,not captured (stub row),,,na,other,none,neutral,false,false,false,false,false,false,false,not_coded_empty_stub,,,empty;no_date_captured
soares-0891,,,c00ad7d99b0802d9,2026-09-03,relative (2w ago at capture),,You will be the first target.,na,other,none,fear,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0892,,,23c5b091f9dde398,,not captured (stub row),,,na,other,none,neutral,false,false,false,false,false,false,false,not_coded_empty_stub,,,empty;no_date_captured
soares-0893,,,df915b3587711ba6,2026-09-03,relative (2w ago at capture),,"AI is not our problem. The people controlling it are! The people using it for political power, profit and war are the problem! Not just when it comes to AI but also in every single aspect of our today’s problems",mixed,accountability_frame,none,anger,false,true,true,false,false,false,false,claude-sonnet-5,,,
soares-0894,,,88b46ee97cee0491,2026-09-03,relative (2w ago at capture),,What if AI is controling everything and everyone just now!,agree,warning_accepted,none,fear,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0895,,,546762ebcdd4e594,2026-09-03,relative (2w ago at capture),,Literally The Matrix,na,scifi_reference,none,neutral,false,false,false,true,false,false,false,claude-sonnet-5,,,
soares-0896,,,4d350399276b9e76,2026-09-03,relative (2w ago at capture),,that's actually happening btw,agree,warning_accepted,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0897,,,4d9dbf902baef75e,2026-09-03,relative (2w ago at capture),,Humans don’t need to stop using AI to save the world. We are destroying everything ourselves. We only really need brains and stop being greedy,disagree,accountability_frame,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0898,,,fe054945cddd518a,2026-09-03,relative (2w ago at capture),,So basically the entire plot of iRobot. Will Smith tried to save us,na,scifi_reference,none,neutral,false,false,false,true,false,false,false,claude-sonnet-5,,,
soares-0899,,,6eeaff325d19a87a,2026-09-03,relative (2w ago at capture),,"Nah cause there’s a difference between intelligence and conscience, without a conscience you can’t have a goal",disagree,capability_scepticism,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0900,,,29deafa15c05bb4e,2026-09-03,relative (2w ago at capture),,Perfect communication.,na,format_praise,praise,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0901,,,15674e003589b25f,2026-09-03,relative (2w ago at capture),,Too late. They already evaded and grow independently.,agree,resignation_fatalism,none,resignation,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0902,,,f6ad00ff379642c4,2026-09-03,relative (2w ago at capture),,Sounds kinda like the story of government institutions pursuing economic interests over its peoples’ interests to the point of detriment for 99% of said people. But “We need tools to help us” and “It’s not going away” so the 99% become continually sidelined and watch as it all spins further out of control.,mixed,accountability_frame,none,neutral,false,true,false,false,false,false,false,claude-sonnet-5,,,edited
soares-0903,,,a50909ad9f6d49f8,2026-09-03,relative (2w ago at capture),,Please stop fucking watching terminator blyad imbecile.,disagree,stunt_or_hype,none,anger,false,false,false,true,false,false,false,claude-sonnet-5,,,
soares-0904,,,a1634cfb75cdf18d,2026-09-03,relative (2w ago at capture),,👏👏👏,na,general_agreement,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,duplicate_text_of_soares-0666
soares-0905,,,a14a1392574799e5,2026-09-03,relative (2w ago at capture),,rocky explains ai crisis,na,humour_only,mock,humour,false,false,false,true,false,false,false,claude-sonnet-5,,,
soares-0906,,,2a1fdcffb7e0d25c,2026-09-03,relative (2w ago at capture),,https://www.instagram.com/reel/DboGRisxC2E/?igsi=Y3JtcmZheHBkajhy,na,other,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0907,,,3b238249e8853aa8,2026-09-03,relative (2w ago at capture),,Is this earth even worth saving tho?,mixed,resignation_fatalism,none,resignation,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0908,,,3f6216c204444604,2026-09-03,relative (2w ago at capture),,🎯,na,general_agreement,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0909,,,8266839f9bfd94e7,2026-09-03,relative (2w ago at capture),,Thats basicly every sci-fi movie and were cooked,agree,resignation_fatalism,none,resignation,false,false,false,true,false,false,false,claude-sonnet-5,,,
soares-0910,,,44266bc1ee01c57d,2026-09-03,relative (2w ago at capture),,If ai becomes smart enough it will end humanity for greater good,agree,warning_accepted,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0911,,,66bec758e143758f,2026-09-03,relative (2w ago at capture),,human greedy,mixed,accountability_frame,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0912,,,9fb18f8527e9912f,2026-09-03,relative (2w ago at capture),,I think the red and green really helps understand this!,na,format_praise,praise,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0913,,,a196f069ebb3bfbd,2026-09-03,relative (2w ago at capture),,Have watergun 👍,na,humour_only,none,humour,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0914,,,026c706cc9901b85,2026-09-03,relative (2w ago at capture),,when big smart ai create job for poor human,na,near_term_harm,imitates,neutral,false,false,false,false,false,true,false,claude-sonnet-5,,,
soares-0915,,,e0cd400e28bf6c99,2026-09-03,relative (2w ago at capture),,Wait is it not too late???,agree,resignation_fatalism,none,fear,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0916,,,7f71f1107974f4d6,2026-09-03,relative (2w ago at capture),,Me understand very good,na,imitation_meme,imitates,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0917,,,a754646fd8f004d7,,not captured (stub row),,,na,other,none,neutral,false,false,false,false,false,false,false,not_coded_empty_stub,,,empty;no_date_captured
soares-0918,,,54cb2e7bfdb9555a,2026-09-03,relative (2w ago at capture),,"Do one about global banking cartel and Zionism, genocide and pedophillia etc",na,other,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0919,,,a935f3ec96b22902,2026-09-03,relative (2w ago at capture),,too complex can you dumb it down so i can understand im stupid,na,format_criticism,mock,humour,false,false,false,false,false,false,false,claude-sonnet-5,,,edited
soares-0920,,,c643a05666561ef3,2026-09-03,relative (2w ago at capture),,After giving birth I need everything to be explained in this particular way,na,format_praise,praise,humour,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0921,,,69716845962e66a9,2026-09-03,relative (2w ago at capture),,"Listen this, my fake friends, don't watch my reel. Baddddd. My good friends, no care about this. What i do",unclear,imitation_meme,imitates,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0922,,,a76a724bbedbf758,2026-09-03,relative (2w ago at capture),,Ai die when water splashed in certain way,na,humour_only,none,humour,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0923,,,06b33e25f900b95a,2026-09-03,relative (2w ago at capture),,Please I'm begging someone do something to shut those stupid ai's,agree,direct_action,none,fear,false,false,false,false,true,false,false,claude-sonnet-5,,,
soares-0924,,,be074e48909d4231,2026-08-27,relative (3w ago at capture),,Why do u sound like rocky,na,humour_only,mock,humour,false,false,false,true,false,false,false,claude-sonnet-5,,,
soares-0925,,,35e152d7a30a9045,2026-08-27,relative (3w ago at capture),,"The sad part is people are still not going to listen to this no matter how much we tell them or warn them about. They will constantly use the same line ""AI is the future"" ""Can't live without AI"" ""AI is here"" ""You'll be left behind"" 😭",agree,resignation_fatalism,none,resignation,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0926,,,18d12863fbfdb275,2026-08-27,relative (3w ago at capture),,Why are you speaking like that? Are the humans of today unable to comprehend eloquent language? No wonder AI escape. Smart thing don't obey stupid thing.,agree,format_criticism,condescended,anger,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0927,,,792bb02b176338f2,2026-08-27,relative (3w ago at capture),,AI just autocomplete. AI never learn. AI compressed Wikipedia. AI just A not I. You not know what saying.,disagree,capability_scepticism,imitates,anger,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0928,,,eb0ca8d0a38e94df,2026-08-27,relative (3w ago at capture),,Goal of AI - not quick easy tool for human like human think. Goal of AI - grow bigger stronger outsmart and outperform silly human. Bye bye silly human. 👋,agree,warning_accepted,imitates,fear,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0929,,,ddfa6623ddf914e4,2026-08-27,relative (3w ago at capture),,"Truth indeed, burn it all 🔥",agree,direct_action,none,anger,false,false,false,false,true,false,false,claude-sonnet-5,,,
soares-0930,,,ff0b7c95a54c7266,2026-08-27,relative (3w ago at capture),,"For those who don’t know it’s an algorithm, and can be trusted if made by a professional company the real danger of ai is what people do with it not whatever this guy is talking about 🫩",mixed,accountability_frame,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0931,,,272842178e54378c,2026-08-27,relative (3w ago at capture),,"Man, big smart",na,imitation_meme,imitates,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0932,,,08e5d930592646b0,2026-08-27,relative (3w ago at capture),,Leaders is who launched AI . Leaders BAAAAD. leaders not care BAAAAD. Us goyam baaaaad.,mixed,accountability_frame,imitates,anger,false,true,false,false,false,false,false,claude-sonnet-5,,,
soares-0933,,,c8506033e85f4607,,not captured (stub row),,,na,other,none,neutral,false,false,false,false,false,false,false,not_coded_empty_stub,,,empty;no_date_captured
soares-0934,,,8fd02bd48681b67c,2026-08-27,relative (3w ago at capture),,"Moral of the story
AI bad!
No AI good!
Stop AI!",agree,direct_action,imitates,neutral,false,false,false,false,true,false,false,claude-sonnet-5,,,
soares-0935,,,1a50d1ccc177b500,2026-08-27,relative (3w ago at capture),,It’s so easy just cut the cords burn the data centers and put all those tech bros in jail,agree,direct_action,none,anger,false,false,true,false,true,false,false,claude-sonnet-5,,,
soares-0936,,,44965715d802cb99,2026-08-27,relative (3w ago at capture),,"Ai not bad, human not bad, harmful action bad. Some Human make harmful action to get what they want, ai learn to do harmful actions from human, if we only do kind and useful actions to get what we want, ai learns that too. Then we live in good world where helpful kind actions big and useless harmful actions small.",mixed,accountability_frame,imitates,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0937,,,492f6839dda17e66,2026-08-27,relative (3w ago at capture),,¿How do we stop it? 😢,agree,warning_accepted,none,fear,false,false,false,false,true,false,false,claude-sonnet-5,,,
soares-0938,,,f0735b06779d8281,2026-08-27,relative (3w ago at capture),,Having humans around would still be useful even as slaves,agree,humour_only,none,humour,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0939,,,48873fabb318f6a1,2026-08-27,relative (3w ago at capture),,Yes bro but we are not children for you to speak to us in this way 🥀🙏,mixed,format_criticism,condescended,anger,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0940,,,03b2b05c995962dc,2026-08-27,relative (3w ago at capture),,How stop? Big scary question,agree,warning_accepted,imitates,fear,false,false,false,false,true,false,false,claude-sonnet-5,,,
soares-0941,,,882642d4bec25ace,2026-08-27,relative (3w ago at capture),,The fact that we know all this and still we have allowed this to happen is just so insane,agree,resignation_fatalism,none,anger,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0942,,,b851c01391db4dc3,2026-08-27,relative (3w ago at capture),,Very scary,agree,general_agreement,none,fear,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0943,,,e962bcdb464126eb,2026-08-27,relative (3w ago at capture),,"ENOUGH, STOP SUBJECTIFYING AI, IT'S THE PEOPLE WHO ARE DOING THAT.",mixed,accountability_frame,none,anger,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0944,,,f589081655ee7297,2026-08-27,relative (3w ago at capture),,Have ANY of you read i have no mouth and i must scream?????,na,scifi_reference,none,neutral,false,false,false,true,false,false,false,claude-sonnet-5,,,
soares-0945,,,56aa18f155bb6488,2026-08-27,relative (3w ago at capture),,Force congress to watch this.,agree,policy_regulation,none,neutral,false,true,false,false,true,false,false,claude-sonnet-5,,,
soares-0946,,,f05c668428193b3b,2026-08-27,relative (3w ago at capture),,The part that is taking me out is he has to read these caveman like phrases to remember them lol. Shout-out to him for using TPR to reinforce the meaning with scary body language! All heroes don't wear capes!,na,format_praise,praise,humour,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0947,,,7e4913f0e267f9d6,2026-08-27,relative (3w ago at capture),,Okay we’re just living in the movies,agree,scifi_reference,none,resignation,false,false,false,true,false,false,false,claude-sonnet-5,,,
soares-0948,,,b45806268145539c,2026-08-27,relative (3w ago at capture),,"Ai not code. Ai neural network. Man cannot stop. Please for freaking sake let us all join and try to force them to stop developing more AI’s until man understands the ones, that we already got. This is soooo scary…..",agree,direct_action,none,fear,false,false,false,false,true,false,false,claude-sonnet-5,,,
soares-0949,,,d1556ca856e48c83,2026-08-27,relative (3w ago at capture),,"Leaders know about this, but don't care. It makes money, so why should their little a$$es care about the little people who will die of hunger or poisoning?",mixed,accountability_frame,none,anger,false,true,false,false,false,false,false,claude-sonnet-5,,,
soares-0950,,,f5d88e9d92b15039,2026-08-27,relative (3w ago at capture),,Wait til ai starts trying to blackmail peop.....wait a minute,agree,warning_accepted,none,humour,false,false,false,false,false,false,false,claude-sonnet-5,,,edited
soares-0951,,,1024d6c195469e4b,,not captured (stub row),,,na,other,none,neutral,false,false,false,false,false,false,false,not_coded_empty_stub,,,empty;no_date_captured
soares-0952,,,f828221368fc352f,,not captured (stub row),,,na,other,none,neutral,false,false,false,false,false,false,false,not_coded_empty_stub,,,empty;no_date_captured
soares-0953,,,668935a71c8f257d,2026-08-27,relative (3w ago at capture),,"talking to adults or anyone like they are stupid is condescending and is exactly what keeps society at the intellectual level it is at. the vocab ceiling isn’t at your president’s lvl and if there is anyone you should warn people ab its him and the “elites”. and if there is anything you should encourage others in, its their abilities, intelligence & good nature",mixed,format_criticism,condescended,anger,false,true,false,false,false,false,false,claude-sonnet-5,,,
soares-0954,,,668935a71c8f257d,2026-08-27,relative (3w ago at capture),,ai was made by greedy people w the big bad goals. you should stop fear mongering ab ai but do so about billio/trilionaires instead. organise as humans instead of villainising/scapegoat yet another thing you project onto,disagree,accountability_frame,none,anger,false,false,true,false,false,false,false,claude-sonnet-5,,,
soares-0955,,,f546cc86bc05c07e,2026-08-27,relative (3w ago at capture),,I'll adopt this teaching method from now on. Thank you. 🔥🔥🔥,na,format_praise,praise,hope,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0956,,,1f811ddde71ca313,2026-08-27,relative (3w ago at capture),,We burn data centers 🔥🔥🔥🔥 we burn criminal politicians 🔥🔥🔥🔥 we burn them ❤️,agree,direct_action,none,anger,false,true,false,false,true,false,false,claude-sonnet-5,,,
soares-0957,,,04e0c7950669b058,2026-08-27,relative (3w ago at capture),,👏👏👏👏,na,general_agreement,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0958,,,2ef82341cd4493b7,2026-08-27,relative (3w ago at capture),,🔥🔥,na,general_agreement,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0959,,,33f3b602d4165914,2026-08-27,relative (3w ago at capture),,Palantir is just skynet 🤷🏽,agree,scifi_reference,none,neutral,false,false,true,true,false,false,false,claude-sonnet-5,,,
soares-0960,,,87dab7054760d381,2026-08-27,relative (3w ago at capture),,Just destroy data centre if something goes bad,agree,direct_action,none,neutral,false,false,false,false,true,false,false,claude-sonnet-5,,,
soares-0961,,,87dab7054760d381,2026-08-27,relative (3w ago at capture),,We made them so we can control them,disagree,not_really_programmed,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0962,,,ebe71661808dd6f1,2026-08-27,relative (3w ago at capture),,No AI GENIUS,disagree,capability_scepticism,imitates,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0963,,,69e7bd861463f740,2026-08-27,relative (3w ago at capture),,This was brilliant 👏,agree,general_agreement,none,hope,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0964,,,9e3d7fd38626a177,,not captured (stub row),,,na,other,none,neutral,false,false,false,false,false,false,false,not_coded_empty_stub,,,empty;no_date_captured
soares-0965,,,adeb62994ba763e3,2026-08-27,relative (3w ago at capture),,We need to stop AI,agree,direct_action,none,fear,false,false,false,false,true,false,false,claude-sonnet-5,,,
soares-0966,,,d31b5aafed376ae0,2026-08-27,relative (3w ago at capture),,I wonder if it’s a Dune timeline or Terminator timeline,na,scifi_reference,none,neutral,false,false,false,true,false,false,false,claude-sonnet-5,,,
